,handle,handle_name,followers between 5000 and 10000
2787,@silkysign =5990,@silkysign,5990
2788,@KhushiM18_ =8218,@KhushiM18_,8218
2801,@Tanmay485 =5945,@Tanmay485,5945
2810,@Madhuri4931 =5038,@Madhuri4931,5038
2815,@superman3i =7236,@superman3i,7236
2817,@KabirTweets_ =5728,@KabirTweets_,5728
2826,@AmulyaKumarPan8 =9213,@AmulyaKumarPan8,9213
2833,@Seemy5551 =6796,@Seemy5551,6796
2841,@Rajrockstarsing =6625,@Rajrockstarsing,6625
2844,@Rani_Actress =5375,@Rani_Actress,5375
2848,@iArchanaTiwari =6569,@iArchanaTiwari,6569
2850,@AruneshKumarDix =5802,@AruneshKumarDix,5802
2854,@chaudhary_pt =7966,@chaudhary_pt,7966
2855,@Anita_Girls19 =5317,@Anita_Girls19,5317
2895,@anandpandeyvns =5788,@anandpandeyvns,5788
2906,@cuteshruti123 =9739,@cuteshruti123,9739
2908,@ishikalub =5390,@ishikalub,5390
2930,@Shailen38376800 =6434,@Shailen38376800,6434
2944,@shankarpal_mali =5052,@shankarpal_mali,5052
2985,@Jimmyad22558800 =5709,@Jimmyad22558800,5709
2998,@SureshS85979543 =5546,@SureshS85979543,5546
3003,@SunilNa18760587 =5389,@SunilNa18760587,5389
3006,@Amardeepjha15 =6401,@Amardeepjha15,6401
3014,@panchi_pia =5151,@panchi_pia,5151
3027,@isweta_Roy =7707,@isweta_Roy,7707
3073,@aapka_paddy =9044,@aapka_paddy,9044
3097,@sandesh6623 =9842,@sandesh6623,9842
3101,@RaiPramodKumar2 =5128,@RaiPramodKumar2,5128
3128,@TheSuryavanshi =5472,@TheSuryavanshi,5472
3129,@gdg1985 =6917,@gdg1985,6917
3132,@RajibLive_ =5287,@RajibLive_,5287
3147,@nareshbishnoi_ =7044,@nareshbishnoi_,7044
3155,@garganilkpl =8106,@garganilkpl,8106
3169,@rs414317 =7066,@rs414317,7066
3174,@rajinderchahal1 =6053,@rajinderchahal1,6053
3183,@ruhi_rua =6447,@ruhi_rua,6447
3188,@ArunaSi11119723 =5689,@ArunaSi11119723,5689
3201,@Nationalist_RM =8910,@Nationalist_RM,8910
3218,@LoveLy26325932 =5050,@LoveLy26325932,5050
3253,@ashok769962 =6184,@ashok769962,6184
3279,@Jksharma787 =5064,@Jksharma787,5064
3284,@GauravKP_IDBI =5332,@GauravKP_IDBI,5332
