,handle,handle_name,followers between 2000 and 5000
2888,@Jsk0236 =2372,@Jsk0236,2372
2896,@My_Digi_World =2297,@My_Digi_World,2297
2897,@Mobil887 =3070,@Mobil887,3070
2900,@SarikaS84209195 =2336,@SarikaS84209195,2336
2909,@Shefali35735011 =3607,@Shefali35735011,3607
2911,@NeelamR666 =2107,@NeelamR666,2107
2912,@SirfRastravadi =3942,@SirfRastravadi,3942
2914,@pankajyaduvanse =2573,@pankajyaduvanse,2573
2919,@MahaMangoPeople =4766,@MahaMangoPeople,4766
2924,@rtarar88 =2644,@rtarar88,2644
2926,@ashish_chaube =2908,@ashish_chaube,2908
2931,@Sangamgupta55 =2077,@Sangamgupta55,2077
2932,@Deepali2018 =2354,@Deepali2018,2354
2934,@DrNeerajBhard =2573,@DrNeerajBhard,2573
2937,@Khiladi_Fan01 =2618,@Khiladi_Fan01,2618
2938,@MritunjayKaush1 =2540,@MritunjayKaush1,2540
2939,@NarreshValdaria =3179,@NarreshValdaria,3179
2943,@MRMEENAJI1998 =3797,@MRMEENAJI1998,3797
2946,@Janya1967 =2126,@Janya1967,2126
2956,@Shukla_Press =2140,@Shukla_Press,2140
2958,@satyampandey392 =2683,@satyampandey392,2683
2962,@pnkjsr01 =2352,@pnkjsr01,2352
2966,@BARGLASINGH =2338,@BARGLASINGH,2338
2967,@Girirajsingbjp2 =2595,@Girirajsingbjp2,2595
2969,@sanataniji =2380,@sanataniji,2380
2978,@mishrarajnish_1 =3385,@mishrarajnish_1,3385
2979,@Viral_india1 =4357,@Viral_india1,4357
2983,@a_ndy7 =3077,@a_ndy7,3077
2984,@grashiya_suraj =2068,@grashiya_suraj,2068
2991,@radhykrishan7 =2188,@radhykrishan7,2188
2994,@Rohitch25573802 =2525,@Rohitch25573802,2525
3001,@BehtreenH =2602,@BehtreenH,2602
3005,@rahul_kumar1258 =2376,@rahul_kumar1258,2376
3010,@mohan_yaduvansi =2757,@mohan_yaduvansi,2757
3017,@ARUNSHARMA2304 =2597,@ARUNSHARMA2304,2597
3023,@rajenderswami1 =2631,@rajenderswami1,2631
3030,@YagyadevPandey =2183,@YagyadevPandey,2183
3044,@bhupeshgautam =3372,@bhupeshgautam,3372
3045,@Samaira4931 =4372,@Samaira4931,4372
3048,@MaheshPawar01 =4967,@MaheshPawar01,4967
3049,@HariSah71886470 =2442,@HariSah71886470,2442
3053,@dheerajg477 =3219,@dheerajg477,3219
3059,@MAHABUBA31 =3392,@MAHABUBA31,3392
3060,@MAHABUBA31 =3394,@MAHABUBA31,3394
3063,@brajjangid =2491,@brajjangid,2491
3065,@manabhanjan11 =2630,@manabhanjan11,2630
3072,@iantra5 =2683,@iantra5,2683
3079,@youtuberKSHFilm =4055,@youtuberKSHFilm,4055
3081,@Satishp139 =3983,@Satishp139,3983
3082,@ashok12343 =2576,@ashok12343,2576
3090,@AmilDudwe =4546,@AmilDudwe,4546
3091,@Vinayku23407682 =2304,@Vinayku23407682,2304
3092,@prakhar83649711 =2826,@prakhar83649711,2826
3093,@UrstrulyArya18 =2384,@UrstrulyArya18,2384
3096,@Miss_Anu_ =3617,@Miss_Anu_,3617
3098,@Rajeshyadavinc =2306,@Rajeshyadavinc,2306
3099,@Er_Tanushree =2378,@Er_Tanushree,2378
3116,@KhuntiLakhan1 =2010,@KhuntiLakhan1,2010
3117,@Lmpatidar =3230,@Lmpatidar,3230
3121,@AvinashBulbul =3413,@AvinashBulbul,3413
3144,@Rakeshs57051026 =3758,@Rakeshs57051026,3758
3145,@Babubhaiya___ =3028,@Babubhaiya___,3028
3146,@arvind22m =2810,@arvind22m,2810
3159,@KaranRajsthani =3082,@KaranRajsthani,3082
3161,@jasika14606899 =4160,@jasika14606899,4160
3163,@yogendra_raturi =3913,@yogendra_raturi,3913
3165,@hapurboy =3996,@hapurboy,3996
3167,@_nitin_mishra =2316,@_nitin_mishra,2316
3171,@SanjayThakurela =2378,@SanjayThakurela,2378
3172,@yogifever =2333,@yogifever,2333
3173,@rrhitika =4473,@rrhitika,4473
3185,@kardankaal_1 =3081,@kardankaal_1,3081
3186,@Sudhajai =2082,@Sudhajai,2082
3191,@sachin140778 =2871,@sachin140778,2871
3193,@Pysofficial0 =2151,@Pysofficial0,2151
3197,@Santosh53350447 =3038,@Santosh53350447,3038
3208,@imrahulindia1st =3629,@imrahulindia1st,3629
3213,@devang_gupta =2308,@devang_gupta,2308
3221,@SonuSaini35 =3819,@SonuSaini35,3819
3223,@SuriSuresh07 =3067,@SuriSuresh07,3067
3233,@VVaskleV =3438,@VVaskleV,3438
3234,@MHoneyjaat =4487,@MHoneyjaat,4487
3235,@TripathiSnigdh =2219,@TripathiSnigdh,2219
3238,@RajeshPilania4 =3334,@RajeshPilania4,3334
3244,@santprasadm =2768,@santprasadm,2768
3246,@Shekhr_DevSabha =2735,@Shekhr_DevSabha,2735
3249,@Nishantbjptilda =3099,@Nishantbjptilda,3099
3250,@imdhruvrajsingh =4967,@imdhruvrajsingh,4967
3254,@being_nikki_ =2227,@being_nikki_,2227
3262,@archanatriv =3223,@archanatriv,3223
3264,@Onkar_Pandey3 =3630,@Onkar_Pandey3,3630
3272,@rajesh250880 =3035,@rajesh250880,3035
3273,@ModifiedDev =2721,@ModifiedDev,2721
3277,@BeniwalRj =2322,@BeniwalRj,2322
3278,@NaveenMaddhesh4 =2935,@NaveenMaddhesh4,2935
3280,@AmanPradyuman =2923,@AmanPradyuman,2923
3282,@drpc2019 =2003,@drpc2019,2003
3285,@Devendra647 =2961,@Devendra647,2961
3287,@fab_sunil =2242,@fab_sunil,2242
3289,@DArunkumarsingh =3240,@DArunkumarsingh,3240
3295,@Anilesh91461187 =2194,@Anilesh91461187,2194
