,handle,handle_name,followers between 200 and 400
5,@s_skittleskhan =205,@s_skittleskhan,205
6,@sattadhikari =226,@sattadhikari,226
25,@Joenrv2 =246,@Joenrv2,246
33,@AYWSikar =329,@AYWSikar,329
41,@akshit_29 =278,@akshit_29,278
42,@lokeshdevnani =205,@lokeshdevnani,205
55,@hphttourism =270,@hphttourism,270
64,@erlokesh14 =390,@erlokesh14,390
69,@pickopickapp =390,@pickopickapp,390
