,handle,handle_name,followers between 400 and 1000
13,@24MCIndia =519,@24MCIndia,519
19,@merumeru8a =765,@merumeru8a,765
21,@BordiyaPreetam =639,@BordiyaPreetam,639
29,@bottom__fragger =885,@bottom__fragger,885
39,@dsushantrao =474,@dsushantrao,474
61,@imninad =664,@imninad,664
65,@Linuxworldindia =748,@Linuxworldindia,748
