,handle,handle_name,followers between 200 and 400
345,@KajalSi91605947 =261,@KajalSi91605947,261
350,@MFwithShiv =313,@MFwithShiv,313
361,@SurajGu51192507 =224,@SurajGu51192507,224
372,@RRealiene =357,@RRealiene,357
386,@PrakashVaran08 =372,@PrakashVaran08,372
388,@1008udaybharti =303,@1008udaybharti,303
405,@ShivamHunter3 =290,@ShivamHunter3,290
408,@UmarAli88054538 =255,@UmarAli88054538,255
410,@pseudo__world =232,@pseudo__world,232
419,@vijayrmishra165 =226,@vijayrmishra165,226
421,@JaibirS57690758 =236,@JaibirS57690758,236
422,@Mukeshk80383314 =226,@Mukeshk80383314,226
423,@Karansi46517699 =264,@Karansi46517699,264
424,@killintimeontwt =355,@killintimeontwt,355
432,@1jan1974 =209,@1jan1974,209
445,@AtultiwariAtul6 =355,@AtultiwariAtul6,355
464,@Dheeren71545407 =375,@Dheeren71545407,375
466,@sachin9628 =275,@sachin9628,275
473,@abhayrajasthani =223,@abhayrajasthani,223
478,@PawanknG =396,@PawanknG,396
484,@tapas_malas =243,@tapas_malas,243
485,@AnandmisraAnand =286,@AnandmisraAnand,286
504,@as_daiya_barmer =267,@as_daiya_barmer,267
507,@hindu_sher_AKS =341,@hindu_sher_AKS,341
512,@ManTheiron =352,@ManTheiron,352
518,@Adityabanna7 =218,@Adityabanna7,218
521,@AshikAl77669135 =308,@AshikAl77669135,308
522,@dinesh_masane =284,@dinesh_masane,284
523,@KuNalYaDav55 =305,@KuNalYaDav55,305
526,@MohdrehanFb =310,@MohdrehanFb,310
537,@96Jasveer =285,@96Jasveer,285
545,@Bittuku34544002 =217,@Bittuku34544002,217
548,@MrBusinessMan6 =220,@MrBusinessMan6,220
553,@GauravK74744332 =233,@GauravK74744332,233
564,@upasna0 =325,@upasna0,325
566,@RamKaushal7 =256,@RamKaushal7,256
570,@AdarshA67329156 =297,@AdarshA67329156,297
582,@SRFZ313 =368,@SRFZ313,368
584,@MadhuSi93182701 =288,@MadhuSi93182701,288
589,@MahamangalT =396,@MahamangalT,396
593,@tripathi_m_m =326,@tripathi_m_m,326
602,@musafirmanmouji =363,@musafirmanmouji,363
612,@aehle2 =229,@aehle2,229
628,@__iJD__ =239,@__iJD__,239
629,@AkashRa35819436 =337,@AkashRa35819436,337
630,@pappu_mewada100 =200,@pappu_mewada100,200
636,@akashsh98601615 =272,@akashsh98601615,272
638,@sandeepjaikisan =244,@sandeepjaikisan,244
646,@Sidhrajsolanki =285,@Sidhrajsolanki,285
651,@1984Pathak =249,@1984Pathak,249
659,@DineshR72055041 =383,@DineshR72055041,383
668,@godara_official =277,@godara_official,277
671,@arvind_ranjan =378,@arvind_ranjan,378
674,@Pushkarti007 =249,@Pushkarti007,249
675,@TharkiGoku =201,@TharkiGoku,201
690,@EntertainmentYC =369,@EntertainmentYC,369
691,@Sangita21637325 =305,@Sangita21637325,305
696,@Rajende83417426 =272,@Rajende83417426,272
697,@JeetendraShahi3 =323,@JeetendraShahi3,323
714,@Shardul28667991 =316,@Shardul28667991,316
717,@AvadhBihariSah8 =248,@AvadhBihariSah8,248
720,@BaganaIshwar =304,@BaganaIshwar,304
729,@Iamyuwaraj =263,@Iamyuwaraj,263
733,@deepakC31159068 =375,@deepakC31159068,375
744,@RaghubanshiM =234,@RaghubanshiM,234
758,@SatyamR17416007 =211,@SatyamR17416007,211
783,@KunalThakur8348 =379,@KunalThakur8348,379
786,@KiranJat15 =203,@KiranJat15,203
814,@nanzjjsj =339,@nanzjjsj,339
816,@sk_saluja =332,@sk_saluja,332
817,@Pradeep22414869 =244,@Pradeep22414869,244
818,@draijada1 =269,@draijada1,269
849,@tgdeals1 =333,@tgdeals1,333
852,@imakashmeena =370,@imakashmeena,370
871,@24digvijay1987 =328,@24digvijay1987,328
876,@Hamrahi_55 =318,@Hamrahi_55,318
880,@mr_farhan098 =365,@mr_farhan098,365
888,@Parkash26028277 =380,@Parkash26028277,380
893,@sanjujoshi9722 =287,@sanjujoshi9722,287
897,@nilensingha =357,@nilensingha,357
901,@Imro1200 =350,@Imro1200,350
917,@RajbirBeniwal9 =300,@RajbirBeniwal9,300
921,@YASHGUPTANDL =287,@YASHGUPTANDL,287
923,@Ravi48203020 =311,@Ravi48203020,311
926,@BhartiyBrahmin =224,@BhartiyBrahmin,224
934,@MukulMi88296939 =283,@MukulMi88296939,283
937,@MrDevVerma2 =358,@MrDevVerma2,358
938,@imawesomuknow =276,@imawesomuknow,276
939,@prajapatsanja12 =218,@prajapatsanja12,218
940,@imRishabh_Gupta =289,@imRishabh_Gupta,289
956,@NIKKUKUMARMISH3 =259,@NIKKUKUMARMISH3,259
969,@Singhkaushal05 =323,@Singhkaushal05,323
971,@Abhishe25258661 =238,@Abhishe25258661,238
976,@tech_rein =330,@tech_rein,330
988,@khan_nadeem0 =314,@khan_nadeem0,314
995,@Rahulariesson =376,@Rahulariesson,376
996,@Me84988933 =337,@Me84988933,337
998,@sandeepharda =290,@sandeepharda,290
1028,@RaulBaba =319,@RaulBaba,319
1029,@RamdyalteamSPF =394,@RamdyalteamSPF,394
1031,@SauravC41097604 =209,@SauravC41097604,209
1044,@AARYA9876543210 =251,@AARYA9876543210,251
1053,@Ranjeet36412360 =254,@Ranjeet36412360,254
1056,@babal_dr =239,@babal_dr,239
1094,@Iamst___ =305,@Iamst___,305
1107,@kunalpradha =326,@kunalpradha,326
1116,@Shanky_Thakur_ =206,@Shanky_Thakur_,206
1126,@MODIFIED_AJ7 =313,@MODIFIED_AJ7,313
1127,@akray525 =265,@akray525,265
1133,@AmitAgal =378,@AmitAgal,378
1135,@Sumitfugen =286,@Sumitfugen,286
1138,@iampravinkhichi =311,@iampravinkhichi,311
1140,@jiyhobiharklala =375,@jiyhobiharklala,375
1158,@csvyas1996 =236,@csvyas1996,236
1165,@iam_akshukla =331,@iam_akshukla,331
1166,@tKisHaNOffiCiaL =261,@tKisHaNOffiCiaL,261
1207,@6hoope =243,@6hoope,243
1212,@amityadav141 =314,@amityadav141,314
1251,@gauravpurbiya1 =334,@gauravpurbiya1,334
1253,@Ontisalaga4 =252,@Ontisalaga4,252
1285,@Badboycheeta =300,@Badboycheeta,300
1286,@Anantyaverma1 =391,@Anantyaverma1,391
1316,@MukeshJ51178563 =383,@MukeshJ51178563,383
1339,@dineshpatelrj16 =336,@dineshpatelrj16,336
1369,@RamPras92445582 =337,@RamPras92445582,337
1375,@jitendrasonijk =203,@jitendrasonijk,203
1383,@DeepTiwari01 =208,@DeepTiwari01,208
1385,@Vasudev45111720 =310,@Vasudev45111720,310
1389,@shreyapandey_ =343,@shreyapandey_,343
1390,@Jitendr93692782 =318,@Jitendr93692782,318
1414,@Sidheswar_1 =219,@Sidheswar_1,219
1471,@Kunvar_realhero =323,@Kunvar_realhero,323
1476,@PriyaIndianArm1 =237,@PriyaIndianArm1,237
1487,@Priyavarit4 =351,@Priyavarit4,351
1556,@mishrajivipin12 =365,@mishrajivipin12,365
1583,@DipenderRajput =240,@DipenderRajput,240
1628,@kartik73 =357,@kartik73,357
1664,@lalitbpl631 =222,@lalitbpl631,222
1667,@sudhanshumishra =331,@sudhanshumishra,331
1671,@santosh9601 =230,@santosh9601,230
1677,@GaindLal6 =226,@GaindLal6,226
1683,@pandeysatishji =278,@pandeysatishji,278
1686,@prashantagr4 =341,@prashantagr4,341
1708,@caankit2712 =390,@caankit2712,390
1729,@akshayhimself =217,@akshayhimself,217
1733,@RajuRAJ87948923 =255,@RajuRAJ87948923,255
1743,@neeerajkharvi =237,@neeerajkharvi,237
1745,@JogRushikesh =246,@JogRushikesh,246
1758,@AnandGu51737679 =297,@AnandGu51737679,297
1779,@U_Get_wat_Ugiv =346,@U_Get_wat_Ugiv,346
1798,@panditzeee =344,@panditzeee,344
1813,@RiddhiTweets_ =377,@RiddhiTweets_,377
1814,@gajanansatpute4 =294,@gajanansatpute4,294
1819,@IndoAryan14 =235,@IndoAryan14,235
1822,@HinduTiger4 =239,@HinduTiger4,239
1824,@iamsiddh144 =209,@iamsiddh144,209
1825,@Suviorem =223,@Suviorem,223
1829,@Namo_Hindustan =330,@Namo_Hindustan,330
1833,@Shubhu6979 =227,@Shubhu6979,227
1836,@ajayman29692725 =397,@ajayman29692725,397
1858,@ParagSatya =340,@ParagSatya,340
1868,@jaswant_akki_9 =272,@jaswant_akki_9,272
1894,@vinu_veekay =347,@vinu_veekay,347
1904,@ravijassu09 =238,@ravijassu09,238
1906,@LowyAfghanistan =265,@LowyAfghanistan,265
1908,@patriotindian12 =264,@patriotindian12,264
1910,@oyekaran22 =335,@oyekaran22,335
1921,@kbfarooqui =228,@kbfarooqui,228
1923,@RishikantPand20 =336,@RishikantPand20,336
1931,@NeerajGupta012 =262,@NeerajGupta012,262
1946,@deepakj61719269 =212,@deepakj61719269,212
1950,@raval_jiten =284,@raval_jiten,284
1979,@KAMIT3092 =227,@KAMIT3092,227
1980,@jiturock30 =249,@jiturock30,249
1991,@rehaman_habibur =267,@rehaman_habibur,267
2003,@hphttourism =270,@hphttourism,270
2004,@VarunVarun951 =300,@VarunVarun951,300
2006,@shaikhmustkim93 =296,@shaikhmustkim93,296
2009,@bhupigodara =310,@bhupigodara,310
2013,@jhankartours =269,@jhankartours,269
2014,@CM92Q =228,@CM92Q,228
2024,@bhavikp0009 =209,@bhavikp0009,209
2026,@selapa_rawyt =328,@selapa_rawyt,328
2027,@RupaSatish60 =351,@RupaSatish60,351
2028,@sonu_satish58 =279,@sonu_satish58,279
2032,@EDUZPHERE =281,@EDUZPHERE,281
2039,@jsjuvi =349,@jsjuvi,349
2041,@AyushmannPal =332,@AyushmannPal,332
