,handle,handle_name,followers between 2000 and 5000
747,@yogifever =2321,@yogifever,2321
749,@manojmayur =3491,@manojmayur,3491
765,@sachinbambhniya =4030,@sachinbambhniya,4030
785,@karun460 =2123,@karun460,2123
788,@MaheshPawar01 =4807,@MaheshPawar01,4807
799,@MGarg64 =2043,@MGarg64,2043
802,@DArunkumarsingh =3238,@DArunkumarsingh,3238
809,@AmitJos56857310 =2267,@AmitJos56857310,2267
822,@nkgvds =3960,@nkgvds,3960
827,@LifeThought4 =2632,@LifeThought4,2632
830,@YouCanD4 =2686,@YouCanD4,2686
839,@7et__ =2529,@7et__,2529
841,@Animal_133 =2596,@Animal_133,2596
846,@ImazingP =2474,@ImazingP,2474
848,@HarishB95948574 =3110,@HarishB95948574,3110
856,@VermaKailash_ =3789,@VermaKailash_,3789
870,@Pkmishra_up =4633,@Pkmishra_up,4633
872,@vpandey254 =2443,@vpandey254,2443
878,@bhmalii =2643,@bhmalii,2643
882,@azadhind2019 =4042,@azadhind2019,4042
885,@Chadni007 =4796,@Chadni007,4796
898,@Kingkhan1967 =3076,@Kingkhan1967,3076
899,@DanSingh01 =2799,@DanSingh01,2799
902,@iamsrb22 =2459,@iamsrb22,2459
903,@KualaLumpur55 =4140,@KualaLumpur55,4140
905,@TheIndianLion2 =2742,@TheIndianLion2,2742
920,@Sandeep_ratti =3001,@Sandeep_ratti,3001
933,@ARUNSHARMA2304 =2603,@ARUNSHARMA2304,2603
935,@SaurabhVatsa17 =2261,@SaurabhVatsa17,2261
942,@BharatS76203451 =3973,@BharatS76203451,3973
947,@BhupalMahatha =2343,@BhupalMahatha,2343
955,@FMonisquraishi1 =2527,@FMonisquraishi1,2527
959,@RNTiwari1984 =3600,@RNTiwari1984,3600
962,@GCSUNEER =3918,@GCSUNEER,3918
967,@priya_garg2230 =2978,@priya_garg2230,2978
977,@Ghoragyani3367 =2140,@Ghoragyani3367,2140
978,@Prakash06487805 =2600,@Prakash06487805,2600
994,@GirijaS16761851 =3306,@GirijaS16761851,3306
997,@pyarnafrat2 =2375,@pyarnafrat2,2375
1001,@Jainpankajkasan =4440,@Jainpankajkasan,4440
1007,@arun2us1 =2214,@arun2us1,2214
1026,@Rajendradsingh1 =4057,@Rajendradsingh1,4057
1032,@raj007xoxo =2317,@raj007xoxo,2317
1039,@BulakiBishnoi =2044,@BulakiBishnoi,2044
1040,@DevendraVoice =2053,@DevendraVoice,2053
1041,@GulguleRohit =2040,@GulguleRohit,2040
1045,@EarthAnshu =2376,@EarthAnshu,2376
1047,@SumitDRAGON1 =4266,@SumitDRAGON1,4266
1048,@Kapilrajsingh02 =2775,@Kapilrajsingh02,2775
1059,@NagjibhaiRabar6 =4893,@NagjibhaiRabar6,4893
1064,@Deepali2018 =2358,@Deepali2018,2358
1065,@rajeevdabral =4172,@rajeevdabral,4172
1067,@jaikishan2900 =2487,@jaikishan2900,2487
1075,@rakeshrky =2618,@rakeshrky,2618
1079,@KisKumMis =3871,@KisKumMis,3871
1089,@sharma1028 =2152,@sharma1028,2152
1090,@priya_jatni =3246,@priya_jatni,3246
1117,@Vikk72p =2143,@Vikk72p,2143
1124,@sanjaybpatil =3524,@sanjaybpatil,3524
1131,@rastrvadi4 =2723,@rastrvadi4,2723
1139,@SumitGollenRor =4931,@SumitGollenRor,4931
1144,@br_sharma_ =4022,@br_sharma_,4022
1145,@SushantSinha3 =2645,@SushantSinha3,2645
1152,@rahulMathur007 =2138,@rahulMathur007,2138
1157,@NikeshSocial =4796,@NikeshSocial,4796
1159,@mandevji =2058,@mandevji,2058
1160,@12mahendra34 =3137,@12mahendra34,3137
1172,@sukhramdas51 =2734,@sukhramdas51,2734
1178,@DharmendraBajp2 =2407,@DharmendraBajp2,2407
1184,@LakhichandA =2054,@LakhichandA,2054
1185,@Vivek99Boxer =3307,@Vivek99Boxer,3307
1186,@rajenderswami1 =2568,@rajenderswami1,2568
1189,@mukeshsurana =2165,@mukeshsurana,2165
1191,@nawalkishorki1 =3651,@nawalkishorki1,3651
1194,@KumarAblesh =3283,@KumarAblesh,3283
1199,@official_neha_ =3302,@official_neha_,3302
1203,@Rksharm72077106 =4708,@Rksharm72077106,4708
1205,@grashiya_suraj =2050,@grashiya_suraj,2050
1210,@dharmesh_1970 =3847,@dharmesh_1970,3847
1211,@UmaRaj_94 =2241,@UmaRaj_94,2241
1215,@Beingnatural_ =2156,@Beingnatural_,2156
1219,@MHoneyjaat =4498,@MHoneyjaat,4498
1221,@Ashokma19156827 =2585,@Ashokma19156827,2585
1225,@shreya_s0 =2535,@shreya_s0,2535
1230,@ssdsa108 =2382,@ssdsa108,2382
1234,@Bishwaj52464851 =3206,@Bishwaj52464851,3206
1239,@SudarshanTvMzn =2025,@SudarshanTvMzn,2025
1241,@JPSancholi =3162,@JPSancholi,3162
1252,@11juman11 =4647,@11juman11,4647
1254,@Janya1967 =2129,@Janya1967,2129
1257,@raipramodkumar4 =2018,@raipramodkumar4,2018
1258,@SarasJanvaad =2184,@SarasJanvaad,2184
1259,@B15879 =2334,@B15879,2334
1261,@PHchore =2285,@PHchore,2285
1271,@virendr75705379 =4734,@virendr75705379,4734
1273,@amittyagi2017 =2052,@amittyagi2017,2052
1274,@DKKUMAR3377 =2269,@DKKUMAR3377,2269
1275,@sayHazra =3151,@sayHazra,3151
1279,@CPSingh28616454 =2867,@CPSingh28616454,2867
1282,@RaviSYSpeak =2265,@RaviSYSpeak,2265
1283,@thakurRajvardh5 =2104,@thakurRajvardh5,2104
1289,@yadavsonu5529 =2197,@yadavsonu5529,2197
1290,@Sanjeev60377993 =2415,@Sanjeev60377993,2415
1291,@Satenderkm =4175,@Satenderkm,4175
1293,@sri_stuntman =4644,@sri_stuntman,4644
1296,@ajitaffirm =2746,@ajitaffirm,2746
1297,@JITIN13 =2855,@JITIN13,2855
1298,@Roopendraadixit =2158,@Roopendraadixit,2158
1299,@Maida_dileep =2445,@Maida_dileep,2445
1306,@AlokGiriGoswam9 =3950,@AlokGiriGoswam9,3950
1313,@Rakeshs57051026 =3732,@Rakeshs57051026,3732
1317,@politicalGyann =4220,@politicalGyann,4220
1323,@RishiBhai100 =2967,@RishiBhai100,2967
1324,@Smilingdvdesign =3105,@Smilingdvdesign,3105
1327,@exupertus =3803,@exupertus,3803
1330,@himanshuekma5 =2285,@himanshuekma5,2285
1331,@yona05720012 =3402,@yona05720012,3402
1336,@RAMKAJOGI =4759,@RAMKAJOGI,4759
1340,@RoyRanjeet100 =3053,@RoyRanjeet100,3053
1343,@Viral_india1 =4293,@Viral_india1,4293
1344,@Saurabh58315161 =2673,@Saurabh58315161,2673
1349,@Rahulmishra00 =4194,@Rahulmishra00,4194
1350,@Nandini0233 =4709,@Nandini0233,4709
1353,@SanjivYadav108 =3314,@SanjivYadav108,3314
1357,@Vogueyog =3484,@Vogueyog,3484
1358,@Vipul_Kamboj =3810,@Vipul_Kamboj,3810
1360,@RajatKoranga =2758,@RajatKoranga,2758
1365,@PurohitAk =2210,@PurohitAk,2210
1367,@ImAbhiRjput =2804,@ImAbhiRjput,2804
1371,@Ranveerchy =2729,@Ranveerchy,2729
1372,@sksingh100 =4487,@sksingh100,4487
1376,@ddtulsiani =4586,@ddtulsiani,4586
1379,@rajeevrana1 =4904,@rajeevrana1,4904
1380,@MukeshFirst =4627,@MukeshFirst,4627
1386,@Kailash26654053 =3134,@Kailash26654053,3134
1392,@Shekhr_DevSabha =2715,@Shekhr_DevSabha,2715
1398,@cooolesthunk =2604,@cooolesthunk,2604
1405,@irakesh_kushwah =3122,@irakesh_kushwah,3122
1407,@Pysofficial0 =2115,@Pysofficial0,2115
1411,@Ashish_Ashirwad =2898,@Ashish_Ashirwad,2898
1422,@special_suren =3097,@special_suren,3097
1432,@SanjaySakarkar =2271,@SanjaySakarkar,2271
1433,@AyurvigyanV =3283,@AyurvigyanV,3283
1436,@bjymrahul =2223,@bjymrahul,2223
1437,@Pushpa41130910 =3732,@Pushpa41130910,3732
1443,@ankesh_14 =3412,@ankesh_14,3412
1444,@Vinayku23407682 =2311,@Vinayku23407682,2311
1455,@KamalSolanki034 =3407,@KamalSolanki034,3407
1456,@MukulJadon11 =3614,@MukulJadon11,3614
1458,@imrahulindia1st =3630,@imrahulindia1st,3630
1461,@Jagdish27532941 =3301,@Jagdish27532941,3301
1462,@Saurabhymonu =4795,@Saurabhymonu,4795
1463,@Satya_Prakash33 =2674,@Satya_Prakash33,2674
1465,@MumalVishnoi =2077,@MumalVishnoi,2077
1466,@vaibhavjoshi_ =3744,@vaibhavjoshi_,3744
1468,@iamManojSarkar =3571,@iamManojSarkar,3571
1469,@imdhruvrajsingh =4947,@imdhruvrajsingh,4947
1472,@rajeshsinhaLive =3118,@rajeshsinhaLive,3118
1473,@raj__rcr =2958,@raj__rcr,2958
1474,@kailashvaskle =2372,@kailashvaskle,2372
1477,@shubhtiwari23 =2572,@shubhtiwari23,2572
1480,@Kuldeep08941921 =4019,@Kuldeep08941921,4019
1483,@RowdyJong =2616,@RowdyJong,2616
1486,@AjayKum70838720 =2057,@AjayKum70838720,2057
1488,@frenzyicon =2093,@frenzyicon,2093
1494,@guru4073T =2661,@guru4073T,2661
1501,@Tr_akshaykumar =3150,@Tr_akshaykumar,3150
1505,@rahulkr__ =3514,@rahulkr__,3514
1509,@keshav4om =2297,@keshav4om,2297
1514,@Spsinghnews =3175,@Spsinghnews,3175
1515,@Santosh53350447 =2955,@Santosh53350447,2955
1516,@Kushu1012 =4500,@Kushu1012,4500
1518,@pankajdeshwal15 =4955,@pankajdeshwal15,4955
1520,@umeshuparmar =2023,@umeshuparmar,2023
1522,@sanataniji =2363,@sanataniji,2363
1526,@ks5444512 =2833,@ks5444512,2833
1528,@arvindsthakur =3290,@arvindsthakur,3290
1531,@SatishY43092444 =2823,@SatishY43092444,2823
1535,@GJG_BBM =3738,@GJG_BBM,3738
1536,@VishalP98441901 =4064,@VishalP98441901,4064
1541,@sandeepgpt506 =3122,@sandeepgpt506,3122
1542,@Satishp139 =3925,@Satishp139,3925
1544,@vishakhamishra_ =4358,@vishakhamishra_,4358
1548,@uttampa63905649 =2309,@uttampa63905649,2309
1549,@Jagadish_100 =2471,@Jagadish_100,2471
1551,@sanjeevjakhars =4252,@sanjeevjakhars,4252
1552,@SuriSuresh07 =3066,@SuriSuresh07,3066
1553,@shubham65719363 =2911,@shubham65719363,2911
1562,@deshbhakt_91 =3047,@deshbhakt_91,3047
1563,@JangidAmisha =3269,@JangidAmisha,3269
1564,@Ravimishrapalam =4782,@Ravimishrapalam,4782
1568,@DineshS03399180 =4442,@DineshS03399180,4442
1569,@Darshan200 =2783,@Darshan200,2783
1570,@suneelsaraswat =4064,@suneelsaraswat,4064
1574,@pplthink24 =3879,@pplthink24,3879
1578,@Rajeshyadavinc =2218,@Rajeshyadavinc,2218
1579,@AnmolKu83863570 =2800,@AnmolKu83863570,2800
1581,@BeingRaoSharukh =4789,@BeingRaoSharukh,4789
1582,@manabhanjan11 =2586,@manabhanjan11,2586
1588,@yogi2794 =4529,@yogi2794,4529
1589,@SBadalPradhan =4182,@SBadalPradhan,4182
1591,@sa_nutta =2099,@sa_nutta,2099
1601,@Giovann70673685 =2740,@Giovann70673685,2740
1602,@NewsRashtra =3597,@NewsRashtra,3597
1603,@Rohit98592043 =2480,@Rohit98592043,2480
1605,@RajuSin44175408 =3011,@RajuSin44175408,3011
1606,@anuragtiwarivip =3902,@anuragtiwarivip,3902
1607,@RajeshPilania4 =3340,@RajeshPilania4,3340
1609,@GuptaSonali_ =4875,@GuptaSonali_,4875
1613,@sanjayg150786 =4578,@sanjayg150786,4578
1616,@ClaraAl01073940 =2900,@ClaraAl01073940,2900
1621,@BewafaZindagi_ =4097,@BewafaZindagi_,4097
1622,@hapurboy =4011,@hapurboy,4011
1630,@alpeshdudhat05 =2566,@alpeshdudhat05,2566
1633,@Guptaji61 =2194,@Guptaji61,2194
1639,@DreamWork_9 =2526,@DreamWork_9,2526
1640,@sibu_57957 =2742,@sibu_57957,2742
1646,@ApBhadouriya =3179,@ApBhadouriya,3179
1647,@VinodMa19763173 =2739,@VinodMa19763173,2739
1649,@santosh65666424 =2193,@santosh65666424,2193
1668,@gaurav5582 =2089,@gaurav5582,2089
1748,@puneet_bhp =3485,@puneet_bhp,3485
1751,@ShivenduSingh9 =2638,@ShivenduSingh9,2638
1755,@AshokPatel07 =2592,@AshokPatel07,2592
1762,@LDMago2 =2334,@LDMago2,2334
1763,@Kamlesh46944382 =3124,@Kamlesh46944382,3124
1765,@Gyaneshch12 =2490,@Gyaneshch12,2490
1773,@I_am_Anshu_ =3953,@I_am_Anshu_,3953
1776,@ravim5698 =4023,@ravim5698,4023
1780,@gabru_gabbar =2216,@gabru_gabbar,2216
1781,@rrhitika =4448,@rrhitika,4448
1783,@fairydaisies =4734,@fairydaisies,4734
1791,@sid_up007 =3680,@sid_up007,3680
1859,@singhal1853 =2540,@singhal1853,2540
1870,@Vaidehee_c =2282,@Vaidehee_c,2282
1888,@indianarmy08 =4032,@indianarmy08,4032
1896,@Mac_ssr1 =2528,@Mac_ssr1,2528
1899,@AkkiansAnkit =3675,@AkkiansAnkit,3675
1918,@WirelessQuint =3700,@WirelessQuint,3700
1938,@FekuLeaks =3693,@FekuLeaks,3693
1978,@singh_rakhi1 =2862,@singh_rakhi1,2862
1994,@myvivek1989 =2114,@myvivek1989,2114
2018,@Logicalpoliticx =2758,@Logicalpoliticx,2758
