Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,promoted impressions,promoted engagements,promoted engagement rate,promoted retweets,promoted replies,promoted likes,promoted user profile clicks,promoted url clicks,promoted hashtag clicks,promoted detail expands,promoted permalink clicks,promoted app opens,promoted app installs,promoted follows,promoted email tweet,promoted dial phone,promoted media views,promoted media engagements
1.18632E+18,https://twitter.com/dhurtladki/status/1186323208909144065,@vishakhamishra_ @naveenn99292476 @DhruvPorwal3 @AnandBallabh11 @voodokid666 @Roopendraadixit @mishrarajnish_1 @ADVOPRIYANK30 Done,2019-10-21 16:47 +0000,42,7,0.166666667,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.18625E+18,https://twitter.com/dhurtladki/status/1186251109062414336,@ChandaKhichi @americi_Trump Rahne de... Nhi chalegi,2019-10-21 12:01 +0000,35,4,0.114285714,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.18625E+18,https://twitter.com/dhurtladki/status/1186250876358295553,"""गज़वा-ए-हिन्द"" का सपना देखने वाले हर सुअर का सम्पूर्ण बहिष्कार 🇮🇳🚩🚩

#मुस्लिमों_का_सम्पूर्ण_बहिष्कार",2019-10-21 12:00 +0000,210,9,0.042857143,0,0,5,2,0,2,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.18622E+18,https://twitter.com/dhurtladki/status/1186220613821595648,@BhaavnaArora What she do with all four..... One isn't enough??,2019-10-21 10:00 +0000,135,13,0.096296296,0,1,1,9,0,0,2,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.18622E+18,https://twitter.com/dhurtladki/status/1186220391838040065,@Satya_Prakash33 @tankarvind @ShivJee82716082 @AeroDixit @shubhtiwari23 @nitinsrivas_IND @praveenmali800 @DeepaRaghuvans3 @27vinaykumar3n @_Frooti @Moni24242019 @NirmalaBhatt9 @wildedo0lf @DivyaTi59958169 @LoveLy26325932 @Isweta_singh @Deepa9407 @Pramodku,2019-10-21 09:59 +0000,100,7,0.07,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.1862E+18,https://twitter.com/dhurtladki/status/1186204348771995648,@VeerSinghKhata1 @Kuldeep08941921 @MaheshNayak221 @VidyaSinghh @Nirmal__S @abhinav29602941 @GuptaAneet @mitabhya @iamshantanu_rai @VougeYog @divyayaduvansi @RajuSin44175408 @pardeep90i6 @TIRANGAPREM @Manchanda_IND @PramodkumarTriv @yadavramavatar3 Done al,2019-10-21 08:55 +0000,59,5,0.084745763,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.1862E+18,https://twitter.com/dhurtladki/status/1186203084856254464,@tankarvind @ShivJee82716082 @AeroDixit @shubhtiwari23 @nitinsrivas_IND @praveenmali800 @DeepaRaghuvans3 @27vinaykumar3n @_Frooti @Moni24242019 @NirmalaBhatt9 @wildedo0lf @DivyaTi59958169 @LoveLy26325932 @Isweta_singh @Deepa9407 @PramodkumarTriv @Satya_Pr,2019-10-21 08:50 +0000,57,6,0.105263158,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.18612E+18,https://twitter.com/dhurtladki/status/1186123952298418178,@vj9819 @mntlive @MADHVENDRApach5 @kshitiz129 @manojku05742927 @avitweetz @DeepakAVSingh1 @PKSRanaG @Mishaank28 @imdhruvrajsingh @purohisunil2580 @AnmolKu83863570 @AnilMal59926144 @Anshuma58481093 @PriyaIndianArm1 Fb all please,2019-10-21 03:36 +0000,96,11,0.114583333,1,1,4,4,0,0,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.18612E+18,https://twitter.com/dhurtladki/status/1186123860170534912,@vj9819 @mntlive @pankajyaduvanse @Gyaneshch12 @Kuldeep08941921 @abhinav29602941 @GuptaAneet @mitabhya @iamshantanu_rai @VougeYog @divyayaduvansi @RajuSin44175408 @pardeep90i6 @TIRANGAPREM @Manchanda_IND @PramodkumarTriv @yadavramavatar3 Fb all,2019-10-21 03:35 +0000,33,3,0.090909091,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1.18612E+18,https://twitter.com/dhurtladki/status/1186123765916164096,@GuptaSonali_ @vj9819 @mntlive @anurag_says @Gurumotivation8 @mkzangid @Oye_Bunty @Thiru79152337 @RajanKesharwan4 @Ravindr776 @PranawSemalty @_nitin_mishra @ashok769962 @SaravagK @rktiwari25 @Guptaji61 Fb,2019-10-21 03:35 +0000,30,2,0.066666667,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
